사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,n_reviews,n_stars,소재지,법정동,위도,경도
원조부안집연동,고기,영업,제주특별자치도 제주시 연동 283-12 ,"제주특별자치도 제주시 신대로16길 41, 1층 2호 (연동)",30,3.7,83,4.95,제주시,제주,33.4867318453787, 126.492128649461
애월빵공장앤카페,카페,영업,제주특별자치도 제주시 애월읍 금성리 472-13 ,"제주특별자치도 제주시 애월읍 금성5길 42-15, ",347,4.4,3686,4.35,제주시,애월,33.4482312292221, 126.301605206034
버거아일랜드,양식,영업,제주특별자치도 제주시 애월읍 애월리 1584-1 ,"제주특별자치도 제주시 애월읍 애월로 118, 1층",33,4.0,2,0.0,제주시,애월,33.4644124597712, 126.319789805603
협재섬바다,한식,영업,제주특별자치도 제주시 한림읍 협재리 2765-5 ,"제주특별자치도 제주시 한림읍 금능남로 53, 1층",51,3.8,1083,0.0,제주시,한림,33.3833116759771, 126.235424561202
숙성도실버,고기,영업,제주특별자치도 제주시 이도이동 1767-15 ,"제주특별자치도 제주시 신성로13길 20, 1층 (이도이동)",44,3.6,258,0.0,제주시,제주,33.4984460273186, 126.529650783322
탱테일,양식,영업,제주특별자치도 제주시 노형동 910-1 에코휴리움 오피스 ,"제주특별자치도 제주시 원노형5길 19, 에코휴리움 오피스 1층 102호 (노형동)",30,4.7,114,4.76,제주시,제주,33.4873399968955, 126.483323704074
차일락,한식,영업,제주특별자치도 제주시 조천읍 대흘리 2220-6 ,"제주특별자치도 제주시 조천읍 중산간동로 663-1, 1층",34,3.7,134,4.17,제주시,조천,33.499945205775, 126.656710918243
썬셋클리프,카페,영업,제주특별자치도 제주시 애월읍 애월리 2477 ,"제주특별자치도 제주시 애월읍 애월로1길 19-8, ",163,4.4,769,4.3,제주시,애월,33.4618315113999, 126.31070135812
료리야,일식,영업,제주특별자치도 제주시 한림읍 수원리 253 ,"제주특별자치도 제주시 한림읍 한림해안로 456, 1층",42,4.5,257,4.69,제주시,한림,33.4366757369999, 126.270142949135
왓섬,카페,영업,제주특별자치도 제주시 오등동 1175 ,"제주특별자치도 제주시 오등4길 3, 나동 1층 (오등동)",37,4.2,92,4.54,제주시,제주,33.4662627125561, 126.522065748433
식당마요네즈,양식,영업,제주특별자치도 제주시 노형동 1068-5 ,"제주특별자치도 제주시 다랑곶3길 18, 1층 (노형동)",219,4.2,748,4.57,제주시,제주,33.4889056174256, 126.478675295314
버거스테이,양식,영업,제주특별자치도 제주시 구좌읍 세화리 3647-4 ,"제주특별자치도 제주시 구좌읍 세화1길 20-18, 1층",68,4.7,261,4.69,제주시,구좌,33.5256847464912, 126.855495439455
한라봉스시,일식,영업,제주특별자치도 제주시 애월읍 애월리 2550 ,"제주특별자치도 제주시 애월읍 애월북서길 54, 2층",150,4.8,3181,4.29,제주시,애월,33.4638817566408, 126.309138076334
제주고집,고기,영업,제주특별자치도 제주시 도두이동 675 ,"제주특별자치도 제주시 서해안로 368-10, 1층 (도두이동)",648,3.9,1888,4.7,제주시,제주,33.511059751591, 126.484796120829
제이제이그랑블루,카페,영업,제주특별자치도 제주시 애월읍 곽지리 1380 ,"제주특별자치도 제주시 애월읍 일주서로 6113, 1층",49,4.0,419,4.41,제주시,애월,33.4566838651695, 126.308975745946
훈이네,한식,영업,제주특별자치도 제주시 조천읍 선흘리 1813-15 ,"제주특별자치도 제주시 조천읍 선교로 460, 1층",42,4.8,57,4.6,제주시,조천,33.4649605547056, 126.710543080692
곽지횟집,해산물,영업,제주특별자치도 제주시 애월읍 곽지리 1622-44 ,"제주특별자치도 제주시 애월읍 곽지9길 39, 1층",48,3.8,0,0.0,제주시,애월,33.4499357698965, 126.306037722703
파스토,경양식,영업,제주특별자치도 제주시 한림읍 귀덕리 3883 ,"제주특별자치도 제주시 한림읍 한림해안로 540, 2층",36,4.9,0,0.0,제주시,한림,33.4371885276893, 126.275149056383
제철별미,해산물,영업,제주특별자치도 제주시 노형동 911-4 ,"제주특별자치도 제주시 원노형3길 28, 1층 (노형동)",30,4.6,61,4.68,제주시,제주,33.486791911372, 126.48308400135
레이지,카페,영업,제주특별자치도 제주시 삼도일동 516 ,"제주특별자치도 제주시 서광로11길 14, 1층 (삼도일동)",32,4.4,61,4.61,제주시,제주,33.5011465582613, 126.51666990091
카페바나나함덕,카페,영업,제주특별자치도 제주시 조천읍 함덕리 1020-2 ,"제주특별자치도 제주시 조천읍 신북로 491-9, 3층",329,4.5,1748,4.75,제주시,조천,33.5438615500014, 126.663019874699
면도롱,한식,영업,제주특별자치도 제주시 한림읍 옹포리 588-2 ,"제주특별자치도 제주시 한림읍 한림로 475, 2층",44,4.4,172,4.37,제주시,한림,33.4020173470624, 126.251044859632
청수미방,양식,영업,제주특별자치도 제주시 한경면 청수리 2052 ,"제주특별자치도 제주시 한경면 낙수로 271-18, 1층",35,4.3,88,4.55,제주시,한경,33.3228308899956, 126.240985219759
더시그니처,일식,영업,제주특별자치도 제주시 연동 273-1 ,"제주특별자치도 제주시 신광로 47, 2층 (연동)",135,4.6,693,4.64,제주시,제주,33.487771044618, 126.490289837817
쪼끄뜨레,경양식,영업,제주특별자치도 제주시 한경면 두모리 2861-2 ,"제주특별자치도 제주시 한경면 두신로 85, B동 1층",44,4.8,243,4.84,제주시,한경,33.3506373923206, 126.183307014492
애월1인식당,해산물,영업,제주특별자치도 제주시 애월읍 소길리 674-1 ,"제주특별자치도 제주시 애월읍 장소로 162, 1층",241,4.8,0,0.0,제주시,애월,33.4382300345294, 126.380382593491
산도롱맨도롱,한식,영업,제주특별자치도 제주시 구좌읍 종달리 484-1 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 2284, 1층",393,3.5,2540,0.0,제주시,구좌,33.496858106776, 126.910243015026
맵찜,일식,영업,제주특별자치도 제주시 조천읍 선흘리 475-4 ,"제주특별자치도 제주시 조천읍 선교로 519, 1층",45,4.4,367,4.7,제주시,조천,33.4595955738902, 126.712217857659
금능샌드,경양식,영업,제주특별자치도 제주시 한림읍 금능리 1426-4 ,"제주특별자치도 제주시 한림읍 금능길 89, 1층",115,4.2,0,0.0,제주시,한림,33.3892629909513, 126.232462119081
해녀세자매,한식,영업,제주특별자치도 제주시 한림읍 한림리 1589-9 ,제주특별자치도 제주시 한림읍 한림로3길 10-11,291,3.9,1689,0.0,제주시,한림,33.4139962279196, 126.260654636467
춘심이네2호,한식,영업,제주특별자치도 제주시 노형동 158-1 ,"제주특별자치도 제주시 1100로 3114, 1층 (노형동)",106,4.0,663,4.35,제주시,제주,33.4644351894197, 126.485272852866
협재온다정,경양식,영업,제주특별자치도 제주시 한림읍 협재리 1651 ,"제주특별자치도 제주시 한림읍 한림로 381-4, 1층",166,3.6,782,4.48,제주시,한림,33.3970243335574, 126.243432668637
마레벤또,경양식,영업,제주특별자치도 제주시 애월읍 애월리 2501-1 ,"제주특별자치도 제주시 애월읍 애월로1길 10, 1층",47,4.2,266,4.56,제주시,애월,33.4626074564692, 126.311649983306
밥부터먹자,한식,영업,제주특별자치도 제주시 용담이동 481-46 ,"제주특별자치도 제주시 용두암길 2, 1층 (용담이동)",37,4.4,163,4.45,제주시,제주,33.5145511725958, 126.51084465255
포도원흑돼지,고기,영업,제주특별자치도 제주시 노형동 124-1 ,제주특별자치도 제주시 1100로 3155 (노형동),110,4.2,479,4.36,제주시,제주,33.4681916633945, 126.484681788744
연태만,한식,영업,제주특별자치도 제주시 이도일동 1701-5 ,"제주특별자치도 제주시 중앙로21길 10, 1층 (이도일동)",54,4.1,281,4.45,제주시,제주,33.5081278562616, 126.525323111059
구좌상회,한식,영업,제주특별자치도 제주시 구좌읍 월정리 417 ,"제주특별자치도 제주시 구좌읍 월정1길 55, 1층",318,4.3,782,4.36,제주시,구좌,33.5562258023204, 126.792670140405
한라꽃돈,한식,영업,제주특별자치도 제주시 노형동 571-5 2층 ,제주특별자치도 제주시 노형동 571-5 2층 ,46,5.0,63,4.24,제주시,제주,33.4695120947133, 126.484020980918
말이,한식,영업,제주특별자치도 제주시 구좌읍 세화리 3643-3 ,"제주특별자치도 제주시 구좌읍 세화1길 40, 1층",61,3.5,249,4.26,제주시,구좌,33.5266659061681, 126.855606301199
돈고팡,고기,영업,제주특별자치도 제주시 도두일동 1688-9 ,"제주특별자치도 제주시 서해안로 248, 1층 (도두일동)",217,3.8,596,4.51,제주시,제주,33.5089170515226, 126.472248243229
리듬,카페,영업,제주특별자치도 제주시 삼도이동 1073 ,"제주특별자치도 제주시 무근성7길 11, 1층 (삼도이동)",66,4.1,238,4.51,제주시,제주,33.5138370573399, 126.519794192346
강윤구스시야,일식,영업,제주특별자치도 제주시 삼양이동 2332-5 ,"제주특별자치도 제주시 화삼북로 135, 2층 (삼양이동)",46,4.3,123,4.26,제주시,제주,33.517314498898, 126.587694249235
요요무문,카페,영업,제주특별자치도 제주시 구좌읍 한동리 8-11 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1102, 2층",103,4.3,342,4.47,제주시,구좌,33.5381038716514, 126.836678551949
한치앞도모를바다,한식,영업,제주특별자치도 제주시 한림읍 협재리 1796-2 ,"제주특별자치도 제주시 한림읍 협재6길 9, 1층",77,4.3,362,4.54,제주시,한림,33.3945914741935, 126.242425570235
배롱개,한식,영업,제주특별자치도 제주시 구좌읍 월정리 648 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 434, 지1층",45,4.4,334,4.38,제주시,구좌,33.5578044538384, 126.794485109196
솔지,한식,영업,제주특별자치도 제주시 노형동 2736 ,제주특별자치도 제주시 월랑로 88 (노형동),191,4.0,918,4.39,제주시,제주,33.4924576055754, 126.472621758834
오래해장국,한식,영업,제주특별자치도 제주시 도두일동 2625 ,"제주특별자치도 제주시 서해안로 168, 1층 (도두일동)",110,4.0,83,4.07,제주시,제주,33.5042163021132, 126.466636738715
신촌뼈해장국,한식,영업,제주특별자치도 제주시 조천읍 신촌리 1930 ,"제주특별자치도 제주시 조천읍 신북로 93, 102호",87,4.0,19,0.0,제주시,조천,33.5357272303071, 126.623262694373
이모밥상,한식,영업,제주특별자치도 제주시 연동 456-1 ,"제주특별자치도 제주시 연북로 173, 1층 (연동)",38,3.9,550,4.3,제주시,제주,33.4819777260925, 126.499950401503
일일오팔족욕카페,카페,영업,제주특별자치도 제주시 애월읍 고내리 1158 ,"제주특별자치도 제주시 애월읍 애월해안로 230, 2층",84,4.8,372,4.62,제주시,애월,33.4671160851155, 126.336516178222
스시앤,일식,영업,제주특별자치도 제주시 이도이동 1053-1 ,"제주특별자치도 제주시 고산동산5길 21-1, 105호 (이도이동)",32,4.4,0,0.0,제주시,제주,33.4965478392285, 126.534624167108
머문,카페,영업,제주특별자치도 제주시 구좌읍 월정리 539 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 460, 2층",156,3.8,1314,4.41,제주시,구좌,33.5554931843006, 126.795717760862
고사리식당,해산물,영업,제주특별자치도 제주시 조천읍 선흘리 1856-8 ,"제주특별자치도 제주시 조천읍 번영로 1680, 1층",43,4.4,0,0.0,제주시,조천,33.4530152160946, 126.70744724554
더한근,한식,영업,제주특별자치도 제주시 노형동 1048-4 ,제주특별자치도 제주시 다랑곶6길 48 (노형동),37,4.7,255,4.87,제주시,제주,33.490946703889, 126.4790550644
방모루,일식,영업,제주특별자치도 제주시 구좌읍 김녕리 1223-8 ,"제주특별자치도 제주시 구좌읍 김녕로21길 7, 나동 1층",41,4.7,425,4.33,제주시,구좌,33.5566066111602, 126.75536474916
장모식탁,한식,영업,제주특별자치도 제주시 이도이동 257-6 ,"제주특별자치도 제주시 연신로 51, 1층 (이도이동)",126,4.5,743,4.6,제주시,제주,33.4971427849286, 126.546904849606
대왕해물짬뽕라면,카페,영업,제주특별자치도 제주시 구좌읍 월정리 554 ,"제주특별자치도 제주시 구좌읍 월정1길 70-6, 1층",45,4.4,533,0.0,제주시,구좌,33.5568925757205, 126.794372797709
마모루,일식,영업,제주특별자치도 제주시 이도이동 1181-2 101호,"제주특별자치도 제주시 광양13길 10-1, 1층 101호 (이도이동)",31,3.5,339,4.38,제주시,제주,33.4988537771146, 126.531496304917
제주은갈치김밥,분식,영업,제주특별자치도 제주시 용담삼동 969-2 ,제주특별자치도 제주시 용마서길 30 (용담삼동),86,4.5,430,4.45,제주시,제주,33.5151919513579, 126.501822630188
다람쥐식탁,한식,영업,제주특별자치도 제주시 한림읍 동명리 1580-7 ,"제주특별자치도 제주시 한림읍 명월성로 10, 1층",169,3.6,430,4.5,제주시,한림,33.407791969007, 126.265758479637
그때그집,한식,영업,제주특별자치도 제주시 애월읍 애월리 407-6 ,"제주특별자치도 제주시 애월읍 애월해안로 97, 1층",279,4.5,0,0.0,제주시,애월,33.4663445769234, 126.324244649385
제주어멍통갈치,한식,영업,제주특별자치도 제주시 용담삼동 2576-3 ,제주특별자치도 제주시 서해안로 372 (용담삼동),589,4.6,1412,4.38,제주시,제주,33.511704424418, 126.484220035167
백록오름,한식,영업,제주특별자치도 제주시 구좌읍 김녕리 1710-2 ,"제주특별자치도 제주시 구좌읍 김녕로 102-1, 1층",46,4.5,584,4.86,제주시,구좌,33.5539342303316, 126.749117948883
제주올레냉면,한식,영업,제주특별자치도 제주시 노형동 2466-1 ,"제주특별자치도 제주시 광평동로 19, 1층 (노형동)",76,3.8,519,4.5,제주시,제주,33.4819148622074, 126.470151748649
바다를본돼지2호,한식,영업,제주특별자치도 제주시 노형동 1055-4 ,"제주특별자치도 제주시 정존15길 42, 1층 (노형동)",120,3.9,0,0.0,제주시,제주,33.4882491699252, 126.47611005842
제주섬신룽푸마라탕제주대,한식,영업,제주특별자치도 제주시 아라일동 368-63 ,"제주특별자치도 제주시 산천단동2길 24, 1층 (아라일동)",30,4.5,0,0.0,제주시,제주,33.4501659910226, 126.558457470681
월정항아리,한식,영업,제주특별자치도 제주시 구좌읍 월정리 241 ,"제주특별자치도 제주시 구좌읍 월정5길 38, 1층",188,4.9,527,4.93,제주시,구좌,33.5537272024948, 126.795263404115
라플라주,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1004-10 ,"제주특별자치도 제주시 조천읍 조함해안로 525, 디동 1층",105,3.6,793,4.41,제주시,조천,33.5427268554452, 126.669089149828
정직한돈,고기,영업,제주특별자치도 제주시 애월읍 고내리 1105-8 ,"제주특별자치도 제주시 애월읍 애월해안로 253, 1층",537,4.4,1725,0.0,제주시,애월,33.4674309597392, 126.338869421366
하와이새우트럭,경양식,영업,제주특별자치도 제주시 노형동 0 15블럭13로트 ,"제주특별자치도 제주시 노형13길 16, 2층 (노형동)",65,4.0,82,4.51,제주시,제주,33.4825645505407, 126.478313037933
